Brand,Model,Fuel_Type,Mileage
Toyota,Innova,Diesel,26.6
Volkswagen,Polo,Petrol,27.5
Kia,Sonet,Electric,19.4
Maruti Suzuki,Swift,Electric,13.3
Maruti Suzuki,Ertiga,CNG,13.6
Toyota,Fortuner,Electric,23.2
Honda,WR-V,Electric,24.6
Honda,WR-V,Petrol,19.8
Tata Motors,Tiago,CNG,18.0
Mahindra,Bolero,Electric,18.6
Volkswagen,Tiguan,Electric,16.1
Hyundai,Creta,CNG,10.9
Hyundai,i10,Diesel,29.0
Mahindra,Scorpio,CNG,16.7
Mahindra,Scorpio,Petrol,12.9
Maruti Suzuki,Ertiga,CNG,11.9
Renault,Kiger,Petrol,25.4
Hyundai,Creta,Diesel,29.6
Honda,WR-V,CNG,12.1
Maruti Suzuki,WagonR,CNG,22.3
Renault,Kiger,CNG,24.5
Hyundai,Venue,Electric,16.3
Maruti Suzuki,WagonR,Petrol,17.4
Maruti Suzuki,Swift,Diesel,13.8
Kia,Carens,Diesel,14.0
Tata Motors,Harrier,Petrol,22.1
Tata Motors,Altroz,Electric,25.5
Kia,Carens,Petrol,13.5
Volkswagen,Vento,CNG,22.2
Volkswagen,Polo,CNG,21.4
Tata Motors,Harrier,Diesel,28.4
Renault,Lodgy,CNG,27.5
Maruti Suzuki,Ertiga,Petrol,27.7
Tata Motors,Nexon,Electric,20.5
Renault,Duster,Diesel,18.9
Volkswagen,Taigun,Diesel,12.3
Tata Motors,Punch,CNG,10.8
Hyundai,i20,CNG,12.7
Renault,Lodgy,Petrol,13.7
Skoda,Superb,Electric,12.6
Mahindra,Bolero,Petrol,23.8
Honda,Civic,Diesel,29.7
Volkswagen,Polo,Electric,28.2
Tata Motors,Altroz,CNG,11.7
Kia,Carens,Electric,27.5
Toyota,Fortuner,CNG,13.9
Volkswagen,Tiguan,Diesel,26.9
Renault,Lodgy,CNG,25.5
Toyota,Urban Cruiser,Petrol,28.6
Skoda,Kushaq,Electric,26.0
Maruti Suzuki,Baleno,Petrol,20.0
Skoda,Kushaq,CNG,21.9
Renault,Lodgy,Electric,27.3
Kia,Seltos,CNG,13.5
Tata Motors,Altroz,Electric,12.9
Hyundai,Creta,Electric,21.7
Honda,Amaze,Electric,18.8
Toyota,Fortuner,Electric,17.7
Hyundai,Creta,Electric,24.7
Mahindra,XUV300,Petrol,18.4
Renault,Duster,CNG,15.7
Renault,Triber,Diesel,11.3
Tata Motors,Tiago,Electric,18.5
Volkswagen,Virtus,Diesel,28.9
Toyota,Urban Cruiser,Electric,15.4
Skoda,Superb,Petrol,13.5
Maruti Suzuki,WagonR,Diesel,20.7
Honda,WR-V,Diesel,26.3
Mahindra,XUV300,Diesel,28.7
Maruti Suzuki,Swift,Diesel,15.1
Mahindra,XUV700,Petrol,26.2
Toyota,Camry,Diesel,14.5
Renault,Duster,Diesel,23.3
Maruti Suzuki,Baleno,Diesel,14.2
Mahindra,Bolero,Petrol,11.3
Honda,Jazz,Electric,29.5
Toyota,Urban Cruiser,Electric,29.5
Tata Motors,Altroz,Electric,22.9
Honda,Jazz,Electric,19.4
Honda,Civic,Petrol,25.7
Honda,Amaze,CNG,10.9
Mahindra,Thar,CNG,21.2
Skoda,Slavia,Electric,13.9
Volkswagen,Virtus,CNG,22.4
Mahindra,XUV700,Electric,28.4
Skoda,Slavia,Petrol,20.8
Kia,Carnival,CNG,13.0
Kia,Carens,Electric,24.7
Hyundai,Creta,Electric,22.0
Skoda,Superb,Electric,28.8
Skoda,Rapid,CNG,11.5
Mahindra,Thar,CNG,18.0
Tata Motors,Nexon,Diesel,29.9
Kia,Sonet,CNG,25.6
Renault,Kwid,Petrol,18.5
Honda,City,CNG,23.7
Hyundai,i20,Diesel,24.6
Maruti Suzuki,WagonR,Electric,20.8
Hyundai,i10,CNG,11.6
Renault,Triber,Electric,11.3
Tata Motors,Punch,Diesel,29.8
Mahindra,Scorpio,Diesel,16.1
Skoda,Octavia,CNG,13.5
Mahindra,XUV300,Electric,21.3
Skoda,Kushaq,Petrol,28.3
Volkswagen,Taigun,Electric,18.3
Skoda,Kushaq,Petrol,10.2
Renault,Lodgy,Electric,27.7
Honda,Amaze,Electric,25.8
Volkswagen,Tiguan,Electric,18.6
Honda,WR-V,Petrol,20.0
Hyundai,i10,Diesel,19.2
Skoda,Superb,Petrol,10.8
Mahindra,Bolero,Electric,27.7
Renault,Duster,CNG,23.5
Honda,City,Petrol,20.1
Toyota,Urban Cruiser,Electric,29.3
Volkswagen,Tiguan,Petrol,14.1
Skoda,Superb,Diesel,14.8
Hyundai,Creta,Petrol,18.2
Mahindra,XUV700,Diesel,25.3
Skoda,Slavia,Electric,18.3
Tata Motors,Nexon,Diesel,17.5
Toyota,Glanza,Electric,14.8
Renault,Kiger,Electric,11.5
Volkswagen,Tiguan,Electric,12.4
Maruti Suzuki,Swift,Petrol,18.9
Maruti Suzuki,Ertiga,Electric,26.5
Maruti Suzuki,WagonR,Diesel,13.5
Honda,Jazz,Electric,19.2
Hyundai,i10,CNG,29.8
Renault,Kiger,Diesel,23.1
Renault,Kiger,CNG,22.8
Volkswagen,Polo,CNG,16.9
Hyundai,Verna,CNG,16.1
Kia,Sonet,CNG,25.4
Renault,Triber,Diesel,29.0
Renault,Triber,Petrol,20.1
Toyota,Fortuner,Electric,12.5
Hyundai,Venue,Diesel,13.5
Volkswagen,Polo,Diesel,28.8
Toyota,Fortuner,Petrol,19.6
Mahindra,Bolero,CNG,11.8
Toyota,Innova,CNG,11.1
Renault,Kiger,Petrol,11.4
Maruti Suzuki,Ertiga,Electric,22.2
Renault,Triber,Diesel,20.1
Hyundai,Creta,Electric,16.9
Skoda,Rapid,Diesel,25.8
Skoda,Superb,Electric,11.7
Honda,Jazz,Electric,27.7
Toyota,Innova,Diesel,20.3
Toyota,Camry,Diesel,17.0
Skoda,Octavia,Electric,16.9
Renault,Kwid,CNG,28.3
Volkswagen,Vento,Diesel,28.8
Kia,EV6,CNG,23.1
Kia,EV6,Electric,25.5
Maruti Suzuki,WagonR,CNG,25.4
Honda,Jazz,Electric,19.6
Renault,Lodgy,Petrol,12.9
Honda,Jazz,Petrol,11.8
Kia,Carens,Diesel,28.6
Maruti Suzuki,Swift,Electric,29.5
Honda,Amaze,Diesel,13.3
Renault,Triber,Diesel,28.9
Volkswagen,Tiguan,CNG,12.1
Skoda,Rapid,CNG,19.8
Honda,WR-V,Electric,24.1
Volkswagen,Polo,CNG,24.6
Toyota,Camry,Electric,27.4
Volkswagen,Taigun,Electric,12.0
Skoda,Superb,Electric,23.4
Hyundai,Creta,Electric,27.0
Hyundai,i20,Electric,17.5
Maruti Suzuki,Dzire,Petrol,27.1
Hyundai,i10,Electric,17.5
Skoda,Superb,Electric,23.2
Volkswagen,Tiguan,Electric,13.0
Toyota,Urban Cruiser,CNG,24.9
Toyota,Glanza,Electric,28.4
Honda,Jazz,Petrol,10.6
Maruti Suzuki,Dzire,Diesel,29.9
Honda,Civic,CNG,16.6
Skoda,Rapid,CNG,24.5
Maruti Suzuki,Swift,Electric,12.2
Mahindra,Scorpio,Petrol,22.3
Mahindra,XUV700,CNG,26.6
Honda,City,Petrol,12.5
Toyota,Innova,Diesel,18.0
Mahindra,Thar,Electric,20.2
Tata Motors,Nexon,Diesel,10.0
Volkswagen,Tiguan,Electric,10.3
Mahindra,XUV300,Electric,27.2
Tata Motors,Altroz,Electric,27.5
Mahindra,Scorpio,Electric,23.1
Renault,Kwid,CNG,27.8
Honda,City,Electric,29.9
Toyota,Fortuner,Electric,17.7
Toyota,Fortuner,Petrol,25.2
Honda,Amaze,Electric,21.2
Maruti Suzuki,Dzire,Electric,15.9
Renault,Duster,Petrol,20.3
Maruti Suzuki,WagonR,Petrol,28.2
Skoda,Slavia,Electric,24.7
Maruti Suzuki,Dzire,CNG,24.5
Renault,Duster,Petrol,27.7
Hyundai,i10,Electric,10.8
Maruti Suzuki,Baleno,CNG,12.9
Renault,Triber,Petrol,18.2
Hyundai,Verna,Diesel,13.5
Renault,Triber,Petrol,18.4
Mahindra,XUV300,Electric,11.2
Kia,Carens,Electric,19.3
Honda,City,Electric,18.4
Tata Motors,Harrier,Petrol,27.8
Honda,Jazz,Diesel,28.3
Tata Motors,Punch,Petrol,19.9
Mahindra,Bolero,CNG,25.6
Kia,Sonet,Electric,17.5
Renault,Lodgy,Diesel,26.1
Tata Motors,Punch,Petrol,15.9
Skoda,Kushaq,Petrol,10.4
Kia,EV6,Electric,25.3
Kia,Carnival,Electric,28.1
Hyundai,i20,Electric,15.5
Renault,Kwid,Petrol,26.7
Volkswagen,Polo,Electric,28.6
Hyundai,Creta,CNG,14.5
Kia,Carnival,Petrol,21.7
Toyota,Innova,Petrol,21.3
Mahindra,XUV300,Petrol,21.3
Renault,Kiger,CNG,19.2
Mahindra,Scorpio,Diesel,26.4
Hyundai,Verna,Electric,10.2
Honda,WR-V,Electric,19.6
Renault,Triber,Diesel,23.3
Honda,Civic,CNG,19.6
Volkswagen,Taigun,Diesel,16.8
Maruti Suzuki,WagonR,Electric,24.9
Volkswagen,Virtus,Petrol,26.8
Maruti Suzuki,Dzire,CNG,25.5
Mahindra,Scorpio,Petrol,12.0
Mahindra,Thar,Electric,28.6
Hyundai,i20,Electric,16.1
Skoda,Octavia,CNG,20.9
Maruti Suzuki,Ertiga,CNG,27.9
Hyundai,i20,Petrol,13.3
Hyundai,Creta,Diesel,22.6
Kia,Sonet,Diesel,24.2
Volkswagen,Polo,Petrol,27.3
Kia,Carnival,Petrol,11.5
Renault,Triber,Diesel,15.6
Kia,Sonet,CNG,11.8
Mahindra,Scorpio,Electric,21.0
Mahindra,XUV300,CNG,19.4
Volkswagen,Taigun,Diesel,15.9
Tata Motors,Harrier,Petrol,13.8
Skoda,Octavia,Petrol,24.1
Toyota,Glanza,Electric,12.5
Hyundai,Creta,Diesel,17.3
Volkswagen,Tiguan,Petrol,15.2
Tata Motors,Punch,Petrol,20.8
Kia,EV6,Electric,25.0
Maruti Suzuki,Ertiga,Petrol,21.9
Mahindra,XUV700,Electric,12.1
Toyota,Camry,Electric,23.3
Renault,Kiger,Petrol,13.8
Mahindra,Bolero,CNG,27.8
Honda,City,Diesel,23.4
Kia,Seltos,Petrol,15.3
Maruti Suzuki,Dzire,Electric,18.5
Volkswagen,Vento,Electric,12.8
Maruti Suzuki,Dzire,Electric,15.2
Mahindra,Thar,Diesel,20.3
Hyundai,Verna,Electric,19.3
Hyundai,Venue,Petrol,25.4
Honda,Civic,CNG,14.5
Maruti Suzuki,Dzire,Electric,10.3
Kia,Sonet,Electric,14.2
Renault,Duster,CNG,29.2
Renault,Duster,CNG,10.6
Toyota,Camry,Electric,16.2
Kia,Sonet,Diesel,15.2
Mahindra,XUV300,Electric,17.7
Honda,City,Petrol,21.2
Tata Motors,Altroz,Electric,20.6
Hyundai,i20,CNG,22.6
Volkswagen,Vento,CNG,23.5
Hyundai,i10,Diesel,10.7
Kia,Carens,Electric,10.1
Volkswagen,Vento,Diesel,16.2
Honda,Amaze,CNG,17.0
Mahindra,Scorpio,Diesel,10.8
Hyundai,i10,Electric,27.3
Volkswagen,Taigun,CNG,22.2
Volkswagen,Taigun,Petrol,11.6
Honda,Civic,CNG,22.2
Renault,Kwid,CNG,26.7
Toyota,Camry,CNG,24.0
Hyundai,Venue,Electric,23.5
Toyota,Fortuner,Petrol,24.9
Toyota,Innova,Electric,18.5
Toyota,Innova,Electric,28.2
Mahindra,XUV300,Diesel,22.0
Renault,Kwid,Diesel,17.2
Skoda,Kushaq,Diesel,14.7
Mahindra,XUV700,Electric,10.1
Tata Motors,Altroz,Petrol,20.3
Renault,Kiger,Diesel,22.6
Hyundai,Creta,Electric,11.0
Mahindra,Scorpio,Petrol,10.5
Mahindra,Thar,Petrol,19.0
Kia,Sonet,CNG,12.7
Volkswagen,Taigun,Electric,29.8
Hyundai,i20,Electric,22.5
Renault,Duster,Diesel,23.0
Hyundai,Venue,Electric,17.9
Maruti Suzuki,Dzire,Electric,28.5
Honda,Jazz,Petrol,12.0
Mahindra,Scorpio,Diesel,15.5
Skoda,Superb,Diesel,26.5
Toyota,Fortuner,CNG,14.6
Tata Motors,Punch,Electric,20.1
Toyota,Glanza,CNG,27.2
Toyota,Camry,CNG,23.4
Honda,WR-V,Electric,11.5
Skoda,Rapid,Diesel,15.9
Renault,Duster,CNG,15.4
Toyota,Fortuner,Petrol,20.4
Volkswagen,Polo,CNG,10.3
Volkswagen,Polo,Petrol,26.4
Renault,Duster,Diesel,16.1
Toyota,Glanza,Diesel,24.2
Volkswagen,Polo,CNG,20.2
Tata Motors,Nexon,Petrol,14.6
Volkswagen,Vento,Diesel,27.3
Honda,Jazz,Petrol,10.1
Toyota,Innova,CNG,10.3
Maruti Suzuki,Swift,CNG,29.1
Skoda,Rapid,Diesel,14.5
Maruti Suzuki,Baleno,CNG,14.3
Renault,Lodgy,Petrol,28.4
Kia,EV6,Diesel,10.6
Hyundai,i20,Diesel,13.7
Mahindra,Bolero,Electric,26.4
Skoda,Superb,Electric,12.8
Toyota,Fortuner,CNG,22.8
Skoda,Slavia,Petrol,12.7
Honda,Civic,Petrol,28.9
Mahindra,XUV300,Electric,19.4
Tata Motors,Harrier,Diesel,19.8
Toyota,Glanza,Diesel,14.1
Toyota,Glanza,Petrol,12.3
Tata Motors,Punch,CNG,28.1
Toyota,Camry,Electric,11.3
Kia,Carnival,CNG,23.2
Mahindra,Scorpio,CNG,11.6
Volkswagen,Polo,Diesel,20.4
Tata Motors,Tiago,Diesel,12.9
Toyota,Glanza,CNG,28.9
Kia,Sonet,Petrol,29.7
Maruti Suzuki,Swift,CNG,24.0
Kia,Sonet,CNG,21.1
Hyundai,Verna,CNG,11.6
Kia,Sonet,CNG,26.5
Volkswagen,Polo,Diesel,22.6
Tata Motors,Punch,CNG,22.5
Maruti Suzuki,Swift,CNG,24.8
Skoda,Superb,Diesel,16.7
Kia,Carens,Electric,14.8
Skoda,Rapid,Petrol,26.4
Maruti Suzuki,Dzire,Diesel,11.0
Mahindra,XUV300,CNG,26.5
Skoda,Rapid,CNG,17.6
Renault,Duster,Petrol,23.8
Renault,Lodgy,Electric,15.9
Volkswagen,Vento,Petrol,16.6
Volkswagen,Virtus,Diesel,14.5
Hyundai,Verna,Electric,15.3
Skoda,Octavia,Electric,28.0
Mahindra,Thar,Electric,24.2
Kia,Carens,Diesel,28.2
Mahindra,XUV300,Diesel,20.7
Renault,Kwid,Petrol,25.6
Honda,City,Diesel,27.2
Honda,Jazz,Electric,20.7
Toyota,Innova,Electric,19.7
Renault,Kwid,Petrol,22.5
Tata Motors,Harrier,Diesel,29.5
Renault,Kiger,Petrol,12.2
Skoda,Kushaq,CNG,25.1
Honda,City,Petrol,14.9
Kia,Seltos,Petrol,14.6
Hyundai,i20,Petrol,28.1
Tata Motors,Altroz,Diesel,11.9
Toyota,Camry,Petrol,25.4
Hyundai,i20,CNG,20.4
Maruti Suzuki,Dzire,Diesel,16.3
Volkswagen,Taigun,CNG,27.1
Mahindra,Bolero,Electric,15.3
Skoda,Rapid,Diesel,24.8
Volkswagen,Taigun,Diesel,29.6
Volkswagen,Vento,Diesel,15.3
Skoda,Kushaq,Petrol,21.4
Mahindra,XUV700,CNG,22.2
Tata Motors,Tiago,Diesel,18.0
Volkswagen,Tiguan,Diesel,27.4
Skoda,Slavia,Petrol,23.7
Toyota,Camry,CNG,22.6
Toyota,Camry,Petrol,22.7
Mahindra,XUV700,Electric,25.5
Honda,City,Electric,10.4
Honda,Jazz,Petrol,18.2
Renault,Duster,Electric,28.6
Volkswagen,Vento,Electric,17.4
Skoda,Octavia,Electric,28.1
Toyota,Camry,Petrol,10.5
Skoda,Superb,CNG,14.2
Renault,Triber,Petrol,10.6
Renault,Duster,Petrol,28.4
Maruti Suzuki,Dzire,CNG,27.6
Tata Motors,Punch,Petrol,25.3
Volkswagen,Tiguan,Diesel,18.5
Honda,City,Petrol,26.8
Kia,Carens,CNG,22.6
Skoda,Octavia,CNG,19.7
Honda,Civic,Diesel,27.5
Mahindra,Scorpio,CNG,24.8
Tata Motors,Punch,Diesel,26.1
Volkswagen,Tiguan,CNG,16.8
Toyota,Innova,Electric,29.2
Tata Motors,Altroz,CNG,17.7
Maruti Suzuki,Ertiga,Diesel,17.1
Kia,EV6,Diesel,15.5
Mahindra,Bolero,CNG,27.3
Kia,Carens,CNG,16.7
Skoda,Octavia,Petrol,12.5
Honda,Amaze,CNG,18.6
Renault,Kwid,Electric,16.4
Volkswagen,Taigun,Diesel,14.9
Volkswagen,Polo,CNG,11.5
Mahindra,XUV300,Petrol,24.1
Mahindra,XUV300,Diesel,26.9
Renault,Lodgy,Diesel,29.6
Renault,Lodgy,Petrol,17.7
Mahindra,Scorpio,Electric,27.6
Skoda,Octavia,Diesel,18.4
Renault,Kiger,CNG,10.9
Hyundai,i20,Electric,17.9
Hyundai,i10,Petrol,14.4
Hyundai,Creta,Diesel,22.0
Toyota,Fortuner,Electric,13.0
Toyota,Innova,Electric,27.8
Maruti Suzuki,Dzire,Electric,10.3
Hyundai,i10,CNG,20.0
Toyota,Urban Cruiser,CNG,10.5
Volkswagen,Virtus,Electric,25.4
Toyota,Urban Cruiser,Electric,28.3
Renault,Kwid,Electric,18.1
Renault,Lodgy,Diesel,17.9
Hyundai,Venue,Petrol,11.1
Tata Motors,Harrier,Diesel,16.9
Toyota,Glanza,Diesel,18.9
Tata Motors,Tiago,Electric,26.2
Honda,Civic,Petrol,28.9
Skoda,Kushaq,Petrol,13.6
Honda,Jazz,Diesel,25.4
Renault,Triber,Electric,20.3
Renault,Duster,Diesel,10.6
Volkswagen,Polo,CNG,14.8
Kia,EV6,Petrol,24.4
Skoda,Kushaq,Diesel,17.8
Mahindra,Scorpio,CNG,15.0
Mahindra,Scorpio,Diesel,20.0
Tata Motors,Altroz,CNG,10.5
Volkswagen,Tiguan,Diesel,13.1
Volkswagen,Vento,Electric,20.6
Volkswagen,Virtus,Electric,18.2
Tata Motors,Punch,Electric,27.5
Kia,Carens,Diesel,10.3
Honda,City,Electric,10.2
Mahindra,Thar,Petrol,15.7
Kia,Sonet,Petrol,26.4
Skoda,Kushaq,Diesel,17.8
Kia,EV6,Electric,11.3
Hyundai,i10,Diesel,28.8
Volkswagen,Taigun,CNG,22.0
Honda,City,Diesel,27.5
Tata Motors,Tiago,Diesel,11.1
Mahindra,XUV300,Electric,12.7
Kia,Carens,Diesel,23.4
Kia,Carnival,Electric,26.1
Renault,Kwid,CNG,27.1
Toyota,Camry,Electric,12.9
Mahindra,Bolero,Diesel,23.1
Hyundai,Creta,Diesel,22.1
Renault,Duster,Diesel,28.0
Mahindra,Thar,CNG,14.6
Tata Motors,Nexon,Petrol,21.5
Honda,City,Petrol,27.6
Volkswagen,Polo,CNG,22.1
Mahindra,XUV700,Electric,10.7
Honda,Civic,Diesel,18.9
Honda,Civic,CNG,14.7
Maruti Suzuki,Baleno,Diesel,14.4
Renault,Kwid,Petrol,19.5
Mahindra,Scorpio,Petrol,16.2
Volkswagen,Taigun,Diesel,21.6
Skoda,Slavia,Diesel,14.3
Volkswagen,Tiguan,Petrol,12.6
Volkswagen,Polo,Petrol,17.3
Toyota,Fortuner,CNG,19.5
Maruti Suzuki,WagonR,CNG,11.5
Maruti Suzuki,Baleno,Diesel,28.1
Renault,Duster,CNG,24.5
Tata Motors,Harrier,Diesel,13.5
Skoda,Octavia,Electric,25.4
Toyota,Camry,Diesel,11.9
Skoda,Kushaq,CNG,26.2
Skoda,Kushaq,Petrol,16.9
Mahindra,Bolero,Petrol,15.3
Toyota,Innova,CNG,25.5
Mahindra,Scorpio,Diesel,28.8
Honda,Jazz,Petrol,25.0
Maruti Suzuki,Baleno,CNG,23.7
Volkswagen,Taigun,Electric,20.6
Renault,Lodgy,Electric,22.6
Toyota,Fortuner,CNG,15.3
Toyota,Camry,Diesel,18.7
Toyota,Urban Cruiser,Petrol,14.1
Maruti Suzuki,Swift,CNG,19.4
Mahindra,Thar,Petrol,10.3
Volkswagen,Tiguan,Diesel,26.7
Renault,Kiger,CNG,12.9
Volkswagen,Taigun,Electric,27.9
Volkswagen,Vento,Diesel,14.4
Mahindra,XUV700,Petrol,12.7
Kia,Seltos,Electric,16.8
Honda,Jazz,CNG,25.9
Kia,Sonet,CNG,25.8
Skoda,Superb,Diesel,27.2
Volkswagen,Polo,Electric,26.5
Tata Motors,Nexon,CNG,26.3
Toyota,Innova,Electric,12.5
Mahindra,XUV300,Electric,15.1
Volkswagen,Taigun,CNG,10.5
Renault,Kiger,CNG,17.6
Volkswagen,Vento,Electric,11.4
Honda,Amaze,CNG,13.2
Honda,Jazz,CNG,22.4
Skoda,Superb,Petrol,23.6
Renault,Kiger,CNG,22.3
Kia,Seltos,Electric,18.5
Honda,Jazz,Diesel,16.9
Honda,City,Diesel,27.9
Maruti Suzuki,Swift,Electric,12.6
Kia,Sonet,Diesel,14.1
Toyota,Glanza,Diesel,10.9
Honda,Civic,Petrol,20.6
Toyota,Urban Cruiser,Diesel,15.2
Renault,Kwid,Diesel,21.9
Toyota,Urban Cruiser,Electric,18.2
Tata Motors,Tiago,Petrol,10.4
Toyota,Innova,Electric,14.5
Maruti Suzuki,Swift,CNG,13.0
Skoda,Rapid,CNG,14.5
Tata Motors,Nexon,CNG,19.0
Hyundai,Creta,CNG,19.9
Honda,Amaze,Diesel,19.0
Kia,Seltos,Diesel,22.0
Hyundai,Venue,CNG,24.7
Honda,City,CNG,25.9
Maruti Suzuki,Swift,Electric,13.1
Tata Motors,Punch,CNG,13.5
Kia,Seltos,Diesel,10.8
Maruti Suzuki,Baleno,Electric,21.3
Volkswagen,Polo,CNG,14.7
Mahindra,Thar,Diesel,18.0
Maruti Suzuki,Swift,Diesel,19.8
Tata Motors,Nexon,Petrol,29.8
Maruti Suzuki,Baleno,Electric,11.4
Tata Motors,Altroz,CNG,28.5
Kia,Carnival,Diesel,12.0
Renault,Lodgy,Petrol,21.9
Mahindra,XUV300,Diesel,29.4
Tata Motors,Altroz,Diesel,21.8
Mahindra,XUV300,Diesel,13.1
Renault,Lodgy,CNG,19.8
Kia,Carens,Petrol,13.2
Skoda,Superb,Electric,26.8
Skoda,Slavia,Diesel,19.3
Renault,Duster,Petrol,19.3
Renault,Triber,Petrol,12.3
Toyota,Camry,Electric,17.4
Tata Motors,Nexon,CNG,16.6
Skoda,Superb,Diesel,12.0
Maruti Suzuki,Dzire,Petrol,24.9
Volkswagen,Virtus,Petrol,26.2
Renault,Duster,CNG,23.6
Volkswagen,Polo,Electric,14.8
Tata Motors,Nexon,CNG,21.3
Skoda,Superb,Electric,15.6
Tata Motors,Nexon,Diesel,11.3
Tata Motors,Punch,Electric,24.4
Renault,Triber,Petrol,24.4
Toyota,Innova,Petrol,19.8
Skoda,Rapid,Petrol,20.0
Renault,Kiger,Diesel,15.2
Mahindra,XUV300,CNG,26.1
Mahindra,XUV300,Electric,27.9
Skoda,Slavia,Diesel,18.4
Toyota,Innova,Electric,23.0
Maruti Suzuki,Swift,Diesel,23.5
Volkswagen,Virtus,CNG,21.8
Renault,Kiger,Diesel,21.5
Honda,WR-V,Diesel,28.0
Mahindra,XUV300,Diesel,22.2
Kia,Carens,Electric,22.0
Renault,Triber,Electric,16.8
Volkswagen,Virtus,Electric,20.5
Toyota,Fortuner,Petrol,24.7
Tata Motors,Nexon,Electric,10.4
Mahindra,Thar,Diesel,17.1
Kia,Carens,Petrol,16.4
Kia,Sonet,CNG,19.1
Skoda,Rapid,Diesel,25.6
Volkswagen,Polo,Petrol,18.8
Toyota,Innova,Diesel,20.3
Kia,Carnival,CNG,21.8
Volkswagen,Polo,Diesel,18.9
Honda,Civic,Diesel,27.3
Hyundai,i20,Petrol,24.8
Honda,Jazz,CNG,11.5
Honda,City,Electric,27.4
Skoda,Rapid,Petrol,12.7
Maruti Suzuki,Baleno,Petrol,29.1
Skoda,Kushaq,Electric,26.9
Volkswagen,Virtus,Diesel,16.6
Volkswagen,Vento,Diesel,24.1
Skoda,Rapid,Petrol,20.0
Honda,WR-V,Diesel,21.9
Tata Motors,Harrier,CNG,15.3
Kia,Carnival,Diesel,22.5
Skoda,Kushaq,CNG,20.2
Honda,City,Petrol,24.6
Maruti Suzuki,Swift,CNG,21.5
Honda,City,CNG,10.6
Volkswagen,Virtus,Electric,15.2
Toyota,Fortuner,Diesel,29.4
Mahindra,Scorpio,CNG,25.0
Tata Motors,Nexon,Electric,22.0
Maruti Suzuki,Swift,Diesel,23.8
Skoda,Slavia,Petrol,23.4
Renault,Kiger,Electric,17.6
Toyota,Innova,Petrol,27.1
Renault,Duster,Electric,10.3
Mahindra,Thar,Electric,24.7
Hyundai,Verna,Diesel,10.5
Tata Motors,Nexon,Electric,15.0
Volkswagen,Vento,Petrol,12.2
Toyota,Innova,Electric,10.3
Volkswagen,Taigun,Electric,13.4
Mahindra,Bolero,CNG,26.6
Hyundai,Venue,CNG,21.6
Maruti Suzuki,Dzire,Electric,26.1
Hyundai,Venue,Petrol,16.2
Mahindra,Thar,CNG,11.0
Maruti Suzuki,WagonR,CNG,29.8
Hyundai,Venue,Electric,12.5
Volkswagen,Virtus,CNG,23.9
Maruti Suzuki,Baleno,Petrol,22.2
Skoda,Kushaq,Diesel,13.0
Renault,Triber,Electric,20.9
Hyundai,Verna,Petrol,21.0
Kia,Seltos,Electric,25.8
Mahindra,Scorpio,CNG,25.9
Volkswagen,Virtus,Diesel,22.1
Volkswagen,Taigun,Petrol,13.5
Volkswagen,Polo,Petrol,23.7
Toyota,Fortuner,Petrol,24.3
Renault,Kwid,Electric,10.2
Skoda,Slavia,Petrol,20.6
Honda,Amaze,CNG,18.2
Mahindra,Bolero,Diesel,27.6
Renault,Duster,Petrol,18.1
Kia,Sonet,Petrol,12.2
Hyundai,Creta,Petrol,20.9
Maruti Suzuki,Dzire,Petrol,18.9
Tata Motors,Harrier,CNG,15.0
Skoda,Octavia,Diesel,24.8
Renault,Triber,Petrol,28.0
Tata Motors,Nexon,Petrol,27.2
Volkswagen,Polo,Diesel,21.6
Mahindra,XUV300,Diesel,13.5
Renault,Triber,CNG,29.0
Mahindra,XUV700,Petrol,17.6
Hyundai,i10,Petrol,16.7
Tata Motors,Tiago,Electric,25.9
Toyota,Urban Cruiser,Electric,27.9
Mahindra,XUV700,Diesel,26.4
Maruti Suzuki,Dzire,Petrol,26.2
Volkswagen,Taigun,Petrol,27.1
Maruti Suzuki,Dzire,CNG,26.3
Volkswagen,Polo,Electric,24.1
Mahindra,Thar,Petrol,23.8
Honda,Amaze,Petrol,15.4
Mahindra,Bolero,CNG,12.9
Skoda,Slavia,Petrol,26.9
Kia,Carnival,CNG,24.8
Honda,Civic,Electric,16.3
Kia,Carens,Diesel,18.6
Kia,Seltos,CNG,30.0
Renault,Kwid,Diesel,20.4
Toyota,Glanza,Petrol,29.3
Hyundai,Verna,Petrol,26.1
Maruti Suzuki,Ertiga,Petrol,14.7
Honda,Civic,CNG,22.8
Volkswagen,Vento,Petrol,26.2
Skoda,Rapid,Petrol,17.2
Renault,Triber,Petrol,26.5
Tata Motors,Altroz,Diesel,18.1
Honda,City,Electric,20.7
Honda,Civic,CNG,14.3
Hyundai,i10,Diesel,23.5
Kia,Carnival,Petrol,12.9
Volkswagen,Vento,Petrol,18.6
Skoda,Rapid,Electric,21.1
Mahindra,Bolero,CNG,18.8
Maruti Suzuki,Dzire,Diesel,30.0
Skoda,Octavia,CNG,27.4
Renault,Kwid,Diesel,20.0
Honda,WR-V,Diesel,16.3
Hyundai,Venue,Diesel,23.2
Maruti Suzuki,Ertiga,Petrol,24.1
Maruti Suzuki,Baleno,Electric,19.8
Volkswagen,Vento,Petrol,10.0
Honda,WR-V,Petrol,20.3
